shipment_id,po_number,carrier,warehouse_id,destination,status,eta
SHP001350,PO002565,UPS,WH002,"Chicago, IL",Exception,2026-05-16
SHP001351,PO000615,DHL,WH004,"Dallas, TX",Delivered,2026-04-17
SHP001352,PO000806,UPS,WH008,"Seattle, WA",In Transit,2025-11-30
SHP001353,PO002347,DHL,WH004,"Seattle, WA",In Transit,2025-12-19
SHP001354,PO001621,FedEx,WH002,"New York, NY",Exception,2026-01-14
SHP001355,PO000273,XPO Logistics,WH007,"Atlanta, GA",In Transit,2025-11-25
SHP001356,PO000778,UPS,WH002,"Seattle, WA",Delivered,2026-01-28
SHP001357,PO002591,FedEx,WH006,"Atlanta, GA",In Transit,2026-04-26
SHP001358,PO002437,UPS,WH002,"Chicago, IL",In Transit,2026-02-28
SHP001359,PO002982,UPS,WH006,"Dallas, TX",Delayed,2025-05-05
SHP001360,PO001405,DHL,WH007,"Dallas, TX",In Transit,2025-07-26
SHP001361,PO001069,J.B. Hunt,WH007,"New York, NY",Exception,2025-11-15
SHP001362,PO001191,XPO Logistics,WH005,"Atlanta, GA",Exception,2025-11-30
SHP001363,PO002239,DHL,WH005,"New York, NY",Exception,2025-11-19
SHP001364,PO001787,J.B. Hunt,WH008,"Chicago, IL",In Transit,2025-04-28
SHP001365,PO000153,UPS,WH006,"Atlanta, GA",In Transit,2025-04-19
SHP001366,PO002721,DHL,WH001,"Atlanta, GA",Exception,2026-04-28
SHP001367,PO002616,FedEx,WH006,"Dallas, TX",Delivered,2025-08-12
SHP001368,PO002739,Ryder,WH007,"Atlanta, GA",In Transit,2025-11-14
SHP001369,PO000685,Ryder,WH007,"Atlanta, GA",Delivered,2026-07-13
SHP001370,PO001706,XPO Logistics,WH004,"New York, NY",Exception,2026-07-31
SHP001371,PO002684,DHL,WH008,"Seattle, WA",Exception,2025-09-30
SHP001372,PO001910,DHL,WH002,"Chicago, IL",Delivered,2025-08-22
SHP001373,PO000483,Ryder,WH004,"Atlanta, GA",Delayed,2025-09-02
SHP001374,PO001339,XPO Logistics,WH006,"Seattle, WA",Delivered,2025-01-27
SHP001375,PO002306,XPO Logistics,WH007,"Atlanta, GA",In Transit,2026-04-02
SHP001376,PO001061,Ryder,WH001,"Seattle, WA",Exception,2025-06-10
SHP001377,PO001985,UPS,WH004,"Chicago, IL",Exception,2025-02-20
SHP001378,PO000169,Ryder,WH008,"Seattle, WA",Exception,2026-03-28
SHP001379,PO000666,FedEx,WH001,"New York, NY",Delayed,2025-11-15
SHP001380,PO001962,J.B. Hunt,WH008,"Dallas, TX",Delayed,2025-07-27
SHP001381,PO001988,UPS,WH001,"Dallas, TX",Delivered,2026-06-17
SHP001382,PO001649,FedEx,WH004,"Atlanta, GA",In Transit,2025-10-09
SHP001383,PO000774,Ryder,WH002,"Seattle, WA",In Transit,2026-05-04
SHP001384,PO001252,FedEx,WH004,"Dallas, TX",In Transit,2025-05-19
SHP001385,PO000601,XPO Logistics,WH007,"Atlanta, GA",Delivered,2026-03-24
SHP001386,PO002082,FedEx,WH005,"Seattle, WA",Exception,2026-01-04
SHP001387,PO001909,J.B. Hunt,WH005,"Atlanta, GA",Exception,2026-04-24
SHP001388,PO001200,XPO Logistics,WH008,"Dallas, TX",Exception,2025-12-31
SHP001389,PO000543,J.B. Hunt,WH002,"Seattle, WA",Delivered,2025-10-27
SHP001390,PO002790,FedEx,WH001,"Seattle, WA",Delayed,2026-03-03
SHP001391,PO002187,Ryder,WH006,"Dallas, TX",In Transit,2025-08-19
SHP001392,PO001654,Ryder,WH004,"Chicago, IL",Delivered,2026-07-06
SHP001393,PO000393,XPO Logistics,WH007,"New York, NY",Exception,2026-06-14
SHP001394,PO002329,Ryder,WH005,"Chicago, IL",Exception,2026-07-10
SHP001395,PO000727,UPS,WH003,"Seattle, WA",Delivered,2025-01-22
SHP001396,PO001460,Ryder,WH004,"Dallas, TX",Delayed,2025-03-03
SHP001397,PO002474,DHL,WH002,"Dallas, TX",Delayed,2025-05-24
SHP001398,PO000617,FedEx,WH008,"Seattle, WA",Delayed,2025-06-22
SHP001399,PO000209,UPS,WH004,"Atlanta, GA",Delayed,2025-04-08
SHP001400,PO001017,DHL,WH006,"Seattle, WA",In Transit,2026-07-31
SHP001401,PO002561,UPS,WH007,"Dallas, TX",Exception,2025-02-24
SHP001402,PO001832,DHL,WH003,"New York, NY",Delivered,2026-07-07
SHP001403,PO000118,DHL,WH006,"Chicago, IL",Exception,2025-02-25
SHP001404,PO000689,XPO Logistics,WH007,"Dallas, TX",Exception,2026-07-10
SHP001405,PO002583,XPO Logistics,WH008,"Seattle, WA",In Transit,2026-04-05
SHP001406,PO001011,Ryder,WH004,"Atlanta, GA",In Transit,2025-04-27
SHP001407,PO002745,XPO Logistics,WH002,"Atlanta, GA",Delayed,2025-11-25
SHP001408,PO001243,DHL,WH004,"New York, NY",In Transit,2025-05-04
SHP001409,PO000733,J.B. Hunt,WH006,"Chicago, IL",In Transit,2025-11-08
SHP001410,PO000799,FedEx,WH001,"New York, NY",Delivered,2025-07-02
SHP001411,PO001235,DHL,WH001,"Dallas, TX",Delayed,2025-02-13
SHP001412,PO002301,FedEx,WH008,"Dallas, TX",In Transit,2025-10-14
SHP001413,PO002994,Ryder,WH005,"Chicago, IL",In Transit,2026-02-19
SHP001414,PO000439,Ryder,WH004,"Chicago, IL",In Transit,2026-05-18
SHP001415,PO001208,DHL,WH003,"Atlanta, GA",Delivered,2025-07-29
SHP001416,PO002527,Ryder,WH008,"Dallas, TX",Delivered,2025-10-27
SHP001417,PO001925,UPS,WH002,"Seattle, WA",Exception,2026-02-07
SHP001418,PO000305,Ryder,WH003,"New York, NY",Exception,2025-10-29
SHP001419,PO002081,FedEx,WH002,"Seattle, WA",In Transit,2025-04-11
SHP001420,PO001707,DHL,WH003,"Dallas, TX",In Transit,2026-05-23
SHP001421,PO002992,XPO Logistics,WH006,"Dallas, TX",Delayed,2025-03-30
SHP001422,PO000219,UPS,WH002,"Chicago, IL",Exception,2026-03-08
SHP001423,PO001378,Ryder,WH001,"Atlanta, GA",In Transit,2025-10-08
SHP001424,PO000854,J.B. Hunt,WH007,"Atlanta, GA",Exception,2025-03-24
SHP001425,PO000371,XPO Logistics,WH003,"Seattle, WA",Delivered,2026-02-10
SHP001426,PO001009,DHL,WH008,"Dallas, TX",Delivered,2025-10-10
SHP001427,PO000733,Ryder,WH007,"New York, NY",Exception,2025-11-21
SHP001428,PO000430,UPS,WH008,"New York, NY",Exception,2025-06-16
SHP001429,PO002452,XPO Logistics,WH002,"Seattle, WA",Delayed,2026-04-05
SHP001430,PO000327,FedEx,WH004,"New York, NY",Delivered,2025-07-02
SHP001431,PO002194,XPO Logistics,WH008,"Dallas, TX",Delivered,2026-05-20
SHP001432,PO001765,FedEx,WH003,"Chicago, IL",Exception,2025-01-12
SHP001433,PO001547,UPS,WH005,"Atlanta, GA",Exception,2026-03-11
SHP001434,PO002833,XPO Logistics,WH005,"Chicago, IL",Delayed,2025-07-07
SHP001435,PO002484,UPS,WH008,"New York, NY",Delivered,2025-01-11
SHP001436,PO000269,DHL,WH007,"Atlanta, GA",Delivered,2026-03-07
SHP001437,PO002227,Ryder,WH007,"New York, NY",Delayed,2025-03-31
SHP001438,PO002943,XPO Logistics,WH005,"New York, NY",Delayed,2026-06-08
SHP001439,PO002016,FedEx,WH004,"New York, NY",In Transit,2025-07-02
SHP001440,PO000831,XPO Logistics,WH007,"New York, NY",In Transit,2025-06-20
SHP001441,PO002670,Ryder,WH004,"Seattle, WA",Exception,2025-01-27
SHP001442,PO000134,Ryder,WH008,"New York, NY",Delayed,2026-01-17
SHP001443,PO001216,DHL,WH008,"Seattle, WA",Delayed,2025-10-21
SHP001444,PO000297,FedEx,WH003,"Atlanta, GA",Delayed,2025-08-08
SHP001445,PO002423,UPS,WH001,"New York, NY",Exception,2025-10-22
SHP001446,PO000492,UPS,WH003,"Chicago, IL",Delivered,2025-08-16
SHP001447,PO001979,DHL,WH001,"Atlanta, GA",Delayed,2026-04-17
SHP001448,PO002128,UPS,WH007,"Seattle, WA",Delivered,2025-05-22
SHP001449,PO001215,Ryder,WH006,"Dallas, TX",Delayed,2025-09-02
SHP001450,PO001881,DHL,WH008,"Chicago, IL",Delayed,2025-11-19
SHP001451,PO002943,J.B. Hunt,WH003,"Seattle, WA",Delivered,2025-10-21
SHP001452,PO002748,UPS,WH005,"Seattle, WA",Exception,2025-07-01
SHP001453,PO000855,FedEx,WH004,"New York, NY",Exception,2026-03-15
SHP001454,PO002805,FedEx,WH008,"Dallas, TX",In Transit,2026-05-30
SHP001455,PO000220,UPS,WH005,"Atlanta, GA",Delivered,2025-02-20
SHP001456,PO001231,FedEx,WH008,"New York, NY",Exception,2025-10-07
SHP001457,PO000558,J.B. Hunt,WH008,"New York, NY",In Transit,2026-02-03
SHP001458,PO000132,J.B. Hunt,WH004,"Chicago, IL",In Transit,2025-08-18
SHP001459,PO002227,J.B. Hunt,WH008,"Seattle, WA",In Transit,2025-07-20
SHP001460,PO001739,Ryder,WH007,"New York, NY",In Transit,2026-07-19
SHP001461,PO002744,J.B. Hunt,WH002,"Seattle, WA",In Transit,2025-12-20
SHP001462,PO000618,Ryder,WH007,"New York, NY",In Transit,2026-07-25
SHP001463,PO002987,DHL,WH003,"Chicago, IL",Delivered,2026-01-23
SHP001464,PO002424,FedEx,WH008,"New York, NY",In Transit,2025-12-07
SHP001465,PO001476,J.B. Hunt,WH008,"Chicago, IL",In Transit,2026-05-07
SHP001466,PO000891,FedEx,WH001,"Seattle, WA",Delayed,2025-05-17
SHP001467,PO001411,FedEx,WH004,"Chicago, IL",Delayed,2026-02-18
SHP001468,PO002020,J.B. Hunt,WH006,"Dallas, TX",Delayed,2025-06-30
SHP001469,PO000497,UPS,WH003,"Seattle, WA",Exception,2026-04-20
SHP001470,PO000316,J.B. Hunt,WH002,"Dallas, TX",Exception,2025-07-09
SHP001471,PO002347,XPO Logistics,WH008,"Seattle, WA",Exception,2026-02-18
SHP001472,PO001736,Ryder,WH004,"New York, NY",Exception,2026-03-30
SHP001473,PO002627,J.B. Hunt,WH002,"New York, NY",Exception,2025-03-19
SHP001474,PO002962,Ryder,WH008,"Atlanta, GA",Delivered,2026-01-03
SHP001475,PO001742,J.B. Hunt,WH004,"Chicago, IL",Exception,2026-05-29
SHP001476,PO001722,UPS,WH008,"Atlanta, GA",Delivered,2026-01-06
SHP001477,PO001035,UPS,WH005,"Chicago, IL",Delivered,2026-03-11
SHP001478,PO001871,FedEx,WH004,"Chicago, IL",Exception,2025-05-01
SHP001479,PO002535,J.B. Hunt,WH008,"Seattle, WA",In Transit,2025-10-14
SHP001480,PO001651,DHL,WH002,"New York, NY",In Transit,2026-02-03
SHP001481,PO001170,J.B. Hunt,WH007,"Seattle, WA",Delayed,2025-04-24
SHP001482,PO001471,UPS,WH005,"Dallas, TX",Delivered,2025-08-05
SHP001483,PO002993,DHL,WH008,"Chicago, IL",Exception,2025-09-01
SHP001484,PO000868,XPO Logistics,WH004,"New York, NY",Delayed,2026-04-24
SHP001485,PO001367,UPS,WH007,"New York, NY",Delayed,2026-05-03
SHP001486,PO002231,FedEx,WH008,"Chicago, IL",Delayed,2025-02-05
SHP001487,PO002670,J.B. Hunt,WH006,"New York, NY",Delayed,2025-08-21
SHP001488,PO002604,J.B. Hunt,WH007,"Seattle, WA",Delivered,2025-01-28
SHP001489,PO002731,Ryder,WH006,"Dallas, TX",In Transit,2025-10-02
SHP001490,PO000216,DHL,WH001,"Atlanta, GA",Delayed,2025-03-08
SHP001491,PO001976,DHL,WH008,"Atlanta, GA",Exception,2025-08-17
SHP001492,PO000230,DHL,WH006,"Chicago, IL",Delayed,2025-08-20
SHP001493,PO002017,J.B. Hunt,WH007,"Dallas, TX",Exception,2025-10-28
SHP001494,PO000950,XPO Logistics,WH008,"Seattle, WA",Delivered,2026-05-15
SHP001495,PO001013,UPS,WH003,"Seattle, WA",In Transit,2025-06-03
SHP001496,PO001849,Ryder,WH002,"Atlanta, GA",Delayed,2026-01-23
SHP001497,PO002707,FedEx,WH001,"Chicago, IL",In Transit,2025-08-31
SHP001498,PO001316,UPS,WH008,"Atlanta, GA",Exception,2025-01-12
SHP001499,PO001987,XPO Logistics,WH008,"Seattle, WA",Delivered,2026-05-03
SHP001500,PO002081,Ryder,WH001,"Atlanta, GA",In Transit,2026-07-05
SHP001501,PO001414,DHL,WH004,"New York, NY",Delivered,2025-09-16
SHP001502,PO001920,FedEx,WH007,"New York, NY",Exception,2025-01-11
SHP001503,PO000281,FedEx,WH008,"Atlanta, GA",Delivered,2025-06-08
SHP001504,PO001291,FedEx,WH007,"New York, NY",Delivered,2025-02-25
SHP001505,PO001180,DHL,WH006,"New York, NY",Delivered,2025-12-23
SHP001506,PO000004,UPS,WH005,"Atlanta, GA",In Transit,2025-06-10
SHP001507,PO001357,XPO Logistics,WH006,"Chicago, IL",Delayed,2025-12-31
SHP001508,PO001867,UPS,WH002,"Atlanta, GA",In Transit,2025-07-05
SHP001509,PO001960,FedEx,WH004,"New York, NY",Delayed,2025-10-14
SHP001510,PO001585,XPO Logistics,WH007,"New York, NY",Delayed,2025-03-29
SHP001511,PO001212,FedEx,WH004,"New York, NY",In Transit,2025-08-02
SHP001512,PO000103,XPO Logistics,WH006,"New York, NY",Delivered,2025-11-21
SHP001513,PO000413,FedEx,WH006,"Seattle, WA",Delivered,2026-05-09
SHP001514,PO001626,FedEx,WH007,"Chicago, IL",Delayed,2025-03-08
SHP001515,PO002748,Ryder,WH002,"Chicago, IL",Exception,2025-04-25
SHP001516,PO001481,FedEx,WH002,"Dallas, TX",Exception,2025-10-26
SHP001517,PO002237,FedEx,WH007,"New York, NY",Exception,2025-07-15
SHP001518,PO001744,UPS,WH002,"Atlanta, GA",In Transit,2026-06-28
SHP001519,PO001143,J.B. Hunt,WH008,"New York, NY",Delayed,2025-05-16
SHP001520,PO001366,J.B. Hunt,WH004,"Dallas, TX",Exception,2025-05-19
SHP001521,PO000569,DHL,WH001,"Atlanta, GA",In Transit,2026-07-20
SHP001522,PO000505,J.B. Hunt,WH006,"Dallas, TX",In Transit,2025-03-18
SHP001523,PO001623,FedEx,WH004,"Dallas, TX",Delayed,2026-01-28
SHP001524,PO002367,Ryder,WH007,"Dallas, TX",Delivered,2025-06-03
SHP001525,PO000673,DHL,WH007,"Atlanta, GA",Delayed,2026-07-14
SHP001526,PO000520,FedEx,WH005,"Atlanta, GA",Delayed,2026-07-19
SHP001527,PO002254,J.B. Hunt,WH007,"Atlanta, GA",Delivered,2025-09-05
SHP001528,PO000386,FedEx,WH003,"Seattle, WA",Delayed,2026-04-16
SHP001529,PO000659,DHL,WH008,"Atlanta, GA",Delivered,2026-01-17
SHP001530,PO002683,DHL,WH007,"Seattle, WA",Exception,2025-02-07
SHP001531,PO002609,FedEx,WH001,"Atlanta, GA",In Transit,2025-08-19
SHP001532,PO001715,J.B. Hunt,WH005,"Atlanta, GA",Exception,2025-01-07
SHP001533,PO001560,DHL,WH001,"Dallas, TX",Exception,2025-04-21
SHP001534,PO000818,DHL,WH001,"Seattle, WA",In Transit,2025-08-15
SHP001535,PO001432,XPO Logistics,WH007,"Dallas, TX",Exception,2026-01-19
SHP001536,PO001676,DHL,WH001,"New York, NY",Delayed,2025-01-30
SHP001537,PO001891,Ryder,WH008,"Seattle, WA",Delayed,2026-01-17
SHP001538,PO000940,J.B. Hunt,WH004,"Seattle, WA",Delayed,2026-05-12
SHP001539,PO001102,J.B. Hunt,WH005,"Seattle, WA",In Transit,2025-04-09
SHP001540,PO001827,XPO Logistics,WH003,"New York, NY",Delayed,2025-08-20
SHP001541,PO001322,DHL,WH003,"Dallas, TX",Delivered,2025-07-15
SHP001542,PO002071,J.B. Hunt,WH002,"Dallas, TX",Exception,2025-01-19
SHP001543,PO002217,XPO Logistics,WH005,"Seattle, WA",In Transit,2026-04-12
SHP001544,PO001700,UPS,WH005,"Chicago, IL",Delivered,2025-11-12
SHP001545,PO001286,FedEx,WH002,"New York, NY",In Transit,2025-03-24
SHP001546,PO002223,XPO Logistics,WH007,"Chicago, IL",Delivered,2025-05-14
SHP001547,PO002949,XPO Logistics,WH004,"New York, NY",In Transit,2026-05-12
SHP001548,PO001229,UPS,WH001,"New York, NY",Delivered,2025-08-13
SHP001549,PO002780,DHL,WH006,"Chicago, IL",In Transit,2025-04-11
SHP001550,PO001088,J.B. Hunt,WH001,"Chicago, IL",In Transit,2026-05-18
SHP001551,PO001133,UPS,WH004,"Chicago, IL",Delayed,2026-01-31
SHP001552,PO002400,Ryder,WH003,"Atlanta, GA",Exception,2025-09-28
SHP001553,PO000464,XPO Logistics,WH007,"Seattle, WA",Exception,2025-11-24
SHP001554,PO002543,J.B. Hunt,WH001,"Dallas, TX",Delivered,2025-12-08
SHP001555,PO000157,J.B. Hunt,WH006,"Chicago, IL",Delivered,2026-01-04
SHP001556,PO000399,XPO Logistics,WH006,"Dallas, TX",Delivered,2025-12-02
SHP001557,PO000277,DHL,WH004,"New York, NY",Delivered,2025-11-18
SHP001558,PO001108,J.B. Hunt,WH002,"New York, NY",Delayed,2026-04-10
SHP001559,PO000840,XPO Logistics,WH005,"New York, NY",Delivered,2026-05-08
SHP001560,PO002356,J.B. Hunt,WH002,"Atlanta, GA",Delivered,2025-10-16
SHP001561,PO001381,DHL,WH007,"Seattle, WA",Delivered,2025-10-30
SHP001562,PO002889,DHL,WH002,"Seattle, WA",Delivered,2025-12-16
SHP001563,PO001032,FedEx,WH007,"Atlanta, GA",Delivered,2025-02-06
SHP001564,PO002694,XPO Logistics,WH007,"Seattle, WA",Exception,2025-05-25
SHP001565,PO002448,DHL,WH006,"Chicago, IL",Delayed,2025-10-25
SHP001566,PO000897,XPO Logistics,WH008,"Seattle, WA",Exception,2025-08-14
SHP001567,PO002579,J.B. Hunt,WH006,"New York, NY",Exception,2026-01-05
SHP001568,PO001062,Ryder,WH004,"Atlanta, GA",Delivered,2025-06-22
SHP001569,PO002195,UPS,WH002,"Seattle, WA",Delayed,2025-05-16
SHP001570,PO001531,XPO Logistics,WH007,"Atlanta, GA",In Transit,2025-07-08
SHP001571,PO000235,J.B. Hunt,WH007,"Dallas, TX",Delayed,2025-04-21
SHP001572,PO000463,UPS,WH004,"Seattle, WA",Delayed,2026-01-30
SHP001573,PO002507,J.B. Hunt,WH001,"Atlanta, GA",In Transit,2025-12-10
SHP001574,PO001405,FedEx,WH006,"Dallas, TX",In Transit,2025-07-25
SHP001575,PO002195,Ryder,WH004,"Atlanta, GA",In Transit,2025-03-21
SHP001576,PO000930,FedEx,WH008,"Dallas, TX",Exception,2025-04-27
SHP001577,PO001085,J.B. Hunt,WH005,"Seattle, WA",In Transit,2026-05-12
SHP001578,PO001421,DHL,WH008,"New York, NY",In Transit,2025-11-01
SHP001579,PO000843,UPS,WH003,"Chicago, IL",In Transit,2026-04-02
SHP001580,PO000409,XPO Logistics,WH002,"New York, NY",Delivered,2026-05-10
SHP001581,PO000842,UPS,WH003,"Atlanta, GA",Exception,2026-07-25
SHP001582,PO000885,DHL,WH004,"Dallas, TX",Delayed,2026-06-20
SHP001583,PO000260,Ryder,WH008,"Atlanta, GA",In Transit,2025-11-18
SHP001584,PO000803,XPO Logistics,WH005,"Seattle, WA",Delivered,2026-06-25
SHP001585,PO002354,XPO Logistics,WH004,"New York, NY",Delayed,2025-01-29
SHP001586,PO000445,J.B. Hunt,WH007,"Dallas, TX",Exception,2025-06-05
SHP001587,PO002087,XPO Logistics,WH006,"Seattle, WA",Exception,2025-12-22
SHP001588,PO002265,XPO Logistics,WH002,"New York, NY",Exception,2025-02-26
SHP001589,PO000379,DHL,WH003,"Atlanta, GA",In Transit,2025-10-24
SHP001590,PO000615,J.B. Hunt,WH001,"New York, NY",Delivered,2025-03-30
SHP001591,PO000981,DHL,WH006,"Dallas, TX",Delayed,2025-09-24
SHP001592,PO002686,FedEx,WH006,"Chicago, IL",In Transit,2025-10-24
SHP001593,PO000380,DHL,WH005,"Dallas, TX",Exception,2025-08-31
SHP001594,PO000163,FedEx,WH008,"Dallas, TX",Delivered,2026-03-13
SHP001595,PO001899,J.B. Hunt,WH002,"Atlanta, GA",Exception,2025-09-15
SHP001596,PO000645,UPS,WH004,"Seattle, WA",Delayed,2025-11-30
SHP001597,PO001331,FedEx,WH002,"Atlanta, GA",Delayed,2025-07-03
SHP001598,PO002460,DHL,WH007,"Dallas, TX",Exception,2025-04-08
SHP001599,PO000703,FedEx,WH006,"Seattle, WA",Exception,2025-11-02
SHP001600,PO001156,XPO Logistics,WH007,"New York, NY",In Transit,2025-07-12
SHP001601,PO001645,Ryder,WH002,"Chicago, IL",Delayed,2025-01-08
SHP001602,PO002074,Ryder,WH008,"New York, NY",Delayed,2025-03-15
SHP001603,PO002118,J.B. Hunt,WH001,"Seattle, WA",Delivered,2025-01-16
SHP001604,PO000038,XPO Logistics,WH002,"Atlanta, GA",Delivered,2026-01-19
SHP001605,PO002398,DHL,WH006,"Dallas, TX",Delayed,2025-04-15
SHP001606,PO000829,DHL,WH004,"New York, NY",Delayed,2026-01-03
SHP001607,PO000956,XPO Logistics,WH001,"Seattle, WA",Exception,2025-08-06
SHP001608,PO000172,XPO Logistics,WH002,"New York, NY",In Transit,2026-02-08
SHP001609,PO000985,DHL,WH004,"New York, NY",Delivered,2026-07-02
SHP001610,PO002198,J.B. Hunt,WH005,"New York, NY",Delivered,2026-01-27
SHP001611,PO002929,Ryder,WH003,"Chicago, IL",In Transit,2026-04-25
SHP001612,PO002292,XPO Logistics,WH001,"Atlanta, GA",Delivered,2025-02-02
SHP001613,PO000730,DHL,WH006,"Dallas, TX",Exception,2025-10-10
SHP001614,PO002600,Ryder,WH001,"Seattle, WA",In Transit,2025-01-23
SHP001615,PO000464,DHL,WH002,"New York, NY",Delivered,2025-09-25
SHP001616,PO000322,FedEx,WH008,"Chicago, IL",Delivered,2026-06-08
SHP001617,PO001014,FedEx,WH003,"Seattle, WA",In Transit,2025-02-24
SHP001618,PO002391,Ryder,WH003,"Seattle, WA",Exception,2025-09-02
SHP001619,PO000941,UPS,WH008,"Chicago, IL",In Transit,2025-06-20
SHP001620,PO002815,FedEx,WH005,"Chicago, IL",Exception,2025-11-28
SHP001621,PO000365,FedEx,WH006,"New York, NY",In Transit,2026-01-31
SHP001622,PO000373,XPO Logistics,WH004,"Atlanta, GA",Delivered,2025-09-24
SHP001623,PO000966,UPS,WH003,"Seattle, WA",In Transit,2025-12-02
SHP001624,PO002100,J.B. Hunt,WH004,"Dallas, TX",Delayed,2025-09-24
SHP001625,PO002736,J.B. Hunt,WH008,"Chicago, IL",Delayed,2025-08-03
SHP001626,PO000833,FedEx,WH004,"Atlanta, GA",Delayed,2026-01-14
SHP001627,PO001772,UPS,WH007,"Dallas, TX",Exception,2025-10-31
SHP001628,PO002710,Ryder,WH001,"New York, NY",Exception,2025-03-05
SHP001629,PO002133,XPO Logistics,WH005,"Dallas, TX",Exception,2025-06-10
SHP001630,PO002308,DHL,WH004,"Dallas, TX",Delayed,2025-04-02
SHP001631,PO000451,FedEx,WH002,"New York, NY",Exception,2025-10-25
SHP001632,PO000910,XPO Logistics,WH006,"Seattle, WA",Delivered,2025-07-24
SHP001633,PO001282,Ryder,WH003,"Atlanta, GA",Delayed,2025-02-20
SHP001634,PO002647,XPO Logistics,WH001,"Dallas, TX",Delayed,2025-06-27
SHP001635,PO002687,J.B. Hunt,WH003,"Chicago, IL",Exception,2025-05-11
SHP001636,PO002100,DHL,WH004,"Atlanta, GA",In Transit,2026-06-18
SHP001637,PO000934,J.B. Hunt,WH006,"New York, NY",Exception,2025-07-12
SHP001638,PO002405,J.B. Hunt,WH003,"Chicago, IL",Delayed,2026-01-12
SHP001639,PO001180,Ryder,WH008,"Atlanta, GA",Delayed,2025-03-07
SHP001640,PO001603,UPS,WH005,"New York, NY",Exception,2025-11-26
SHP001641,PO001852,DHL,WH007,"Atlanta, GA",Exception,2026-04-15
SHP001642,PO000888,UPS,WH006,"Seattle, WA",Delayed,2025-04-15
SHP001643,PO001535,UPS,WH007,"Seattle, WA",In Transit,2026-07-03
SHP001644,PO002025,DHL,WH008,"Dallas, TX",Exception,2026-03-10
SHP001645,PO002379,Ryder,WH001,"Dallas, TX",In Transit,2025-03-24
SHP001646,PO002328,Ryder,WH002,"Chicago, IL",In Transit,2025-05-11
SHP001647,PO000047,XPO Logistics,WH006,"Chicago, IL",In Transit,2026-06-13
SHP001648,PO000058,FedEx,WH005,"Atlanta, GA",Delayed,2025-07-02
SHP001649,PO000708,DHL,WH006,"Seattle, WA",In Transit,2025-12-10
SHP001650,PO001783,J.B. Hunt,WH004,"New York, NY",Delayed,2026-06-03
SHP001651,PO002205,UPS,WH003,"Atlanta, GA",Exception,2026-06-17
SHP001652,PO000419,DHL,WH004,"Dallas, TX",In Transit,2026-01-16
SHP001653,PO002761,Ryder,WH004,"Atlanta, GA",In Transit,2025-12-16
SHP001654,PO002204,DHL,WH002,"Seattle, WA",In Transit,2025-03-07
SHP001655,PO000384,XPO Logistics,WH007,"Dallas, TX",In Transit,2025-10-21
SHP001656,PO002249,Ryder,WH003,"Atlanta, GA",Exception,2026-06-30
SHP001657,PO001372,DHL,WH008,"Atlanta, GA",Exception,2025-04-15
SHP001658,PO000021,FedEx,WH001,"Dallas, TX",Exception,2025-04-18
SHP001659,PO002152,FedEx,WH003,"Chicago, IL",Delivered,2025-08-07
SHP001660,PO001197,UPS,WH006,"Atlanta, GA",Delivered,2025-05-24
SHP001661,PO001903,FedEx,WH007,"New York, NY",Delivered,2025-07-03
SHP001662,PO001328,UPS,WH003,"New York, NY",In Transit,2025-05-20
SHP001663,PO001525,FedEx,WH005,"Chicago, IL",Delayed,2025-09-23
SHP001664,PO000918,UPS,WH003,"Seattle, WA",In Transit,2026-02-24
SHP001665,PO001518,DHL,WH005,"Atlanta, GA",In Transit,2025-04-27
SHP001666,PO000489,FedEx,WH006,"Dallas, TX",In Transit,2026-05-02
SHP001667,PO002610,FedEx,WH007,"Seattle, WA",Delayed,2025-11-26
SHP001668,PO001975,J.B. Hunt,WH001,"Dallas, TX",Exception,2026-05-21
SHP001669,PO000398,J.B. Hunt,WH002,"Chicago, IL",Delivered,2025-12-28
SHP001670,PO000372,J.B. Hunt,WH005,"Chicago, IL",In Transit,2026-03-09
SHP001671,PO002218,Ryder,WH007,"Chicago, IL",In Transit,2025-06-29
SHP001672,PO000132,DHL,WH007,"New York, NY",Delayed,2025-12-30
SHP001673,PO001785,UPS,WH007,"New York, NY",Delivered,2025-08-01
SHP001674,PO001895,FedEx,WH006,"Seattle, WA",In Transit,2025-03-30
SHP001675,PO001425,UPS,WH003,"Chicago, IL",Delivered,2026-04-11
SHP001676,PO002229,DHL,WH006,"Atlanta, GA",Delivered,2025-12-29
SHP001677,PO001828,J.B. Hunt,WH008,"Seattle, WA",In Transit,2026-04-10
SHP001678,PO001108,FedEx,WH003,"Chicago, IL",In Transit,2026-01-26
SHP001679,PO000909,DHL,WH001,"New York, NY",Delayed,2026-03-16
SHP001680,PO001544,J.B. Hunt,WH007,"New York, NY",In Transit,2025-01-15
SHP001681,PO000752,FedEx,WH008,"New York, NY",Delivered,2026-01-18
SHP001682,PO001261,J.B. Hunt,WH007,"New York, NY",Exception,2026-05-23
SHP001683,PO002346,FedEx,WH002,"New York, NY",In Transit,2026-06-22
SHP001684,PO002965,Ryder,WH008,"Atlanta, GA",Delayed,2026-07-30
SHP001685,PO002011,UPS,WH004,"Dallas, TX",Exception,2025-05-01
SHP001686,PO001706,UPS,WH005,"Dallas, TX",Delivered,2025-02-06
SHP001687,PO002321,FedEx,WH008,"Atlanta, GA",Delayed,2025-12-11
