po_number,supplier_id,product_id,quantity,unit_price,order_value,order_date,expected_delivery_date,actual_delivery_date,status,delay_reason
PO000256,SUP002,PROD00183,1426,769.17,1096836.42,2025-04-11,2025-04-23,2025-04-23,Delivered,
PO000257,SUP018,PROD00159,1276,611.69,780516.44,2026-05-24,2026-06-11,2026-06-27,Delayed,Carrier capacity shortage
PO000258,SUP009,PROD00137,2244,810.39,1818515.16,2026-01-08,2026-02-08,2026-02-06,Delivered,
PO000259,SUP008,PROD00009,2399,291.15,698468.85,2025-08-08,2025-08-17,2025-08-18,Delivered,
PO000260,SUP013,PROD00099,2418,409.58,990364.44,2026-02-16,2026-03-10,2026-03-08,Delivered,
PO000261,SUP013,PROD00486,2370,614.94,1457407.8,2025-04-08,2025-04-27,2025-04-25,Delivered,
PO000262,SUP002,PROD00031,364,518.6,188770.4,2026-06-28,2026-07-10,2026-07-12,Delivered,
PO000263,SUP010,PROD00482,2261,537.2,1214609.2,2025-11-06,2025-12-10,2025-12-29,Delayed,Raw material shortage
PO000264,SUP010,PROD00040,2160,865.11,1868637.6,2025-11-17,2025-12-11,2025-12-12,Delivered,
PO000265,SUP011,PROD00281,2164,1138.84,2464449.76,2026-04-10,2026-04-30,2026-05-11,Delayed,Port congestion
PO000266,SUP018,PROD00456,1147,892.18,1023330.46,2025-07-11,2025-07-30,2025-08-03,Delivered,
PO000267,SUP002,PROD00406,1826,919.74,1679445.24,2026-06-30,2026-07-14,,In Transit,
PO000268,SUP013,PROD00041,655,234.25,153433.75,2025-03-03,2025-03-21,2025-03-25,Delivered,
PO000269,SUP004,PROD00425,1279,342.83,438479.57,2025-09-04,2025-09-11,,In Transit,
PO000270,SUP012,PROD00259,883,555.69,490674.27,2026-03-22,2026-04-02,2026-03-31,Delivered,
PO000271,SUP009,PROD00186,1017,380.69,387161.73,2026-02-27,2026-03-25,2026-04-05,Delayed,Supplier production delay
PO000272,SUP020,PROD00288,163,203.77,33214.51,2026-02-20,2026-03-17,2026-03-17,Delivered,
PO000273,SUP015,PROD00419,2343,1138.41,2667294.63,2025-09-09,2025-10-01,2025-10-21,Delayed,Customs clearance delay
PO000274,SUP007,PROD00146,201,639.07,128453.07,2026-03-23,2026-04-08,,In Transit,
PO000275,SUP012,PROD00150,1108,49.94,55333.52,2025-07-26,2025-08-02,2025-07-30,Delivered,
PO000276,SUP012,PROD00166,2040,478.76,976670.4,2025-10-12,2025-10-25,2025-10-22,Delivered,
PO000277,SUP011,PROD00465,1270,1150.88,1461617.6,2025-01-21,2025-01-31,2025-02-08,Delayed,Supplier production delay
PO000278,SUP008,PROD00003,625,321.53,200956.25,2025-03-07,2025-03-18,2025-03-26,Delayed,Customs clearance delay
PO000279,SUP004,PROD00128,544,481.48,261925.12,2025-08-30,2025-09-05,2025-09-10,Delivered,
PO000280,SUP006,PROD00328,1025,441.67,452711.75,2026-06-19,2026-07-23,2026-07-21,Delivered,
PO000281,SUP008,PROD00233,1016,444.21,451317.36,2025-05-06,2025-05-16,2025-05-19,Delivered,
PO000282,SUP011,PROD00291,926,421.25,390077.5,2026-03-10,2026-03-23,2026-03-22,Delivered,
PO000283,SUP006,PROD00420,2058,901.39,1855060.62,2025-10-09,2025-11-10,2025-11-07,Delivered,
PO000284,SUP019,PROD00002,1995,1096.2,2186919.0,2026-01-19,2026-01-25,2026-01-28,Delivered,
PO000285,SUP011,PROD00281,643,1138.84,732274.12,2025-09-10,2025-09-24,,Open,
PO000286,SUP013,PROD00141,1312,214.96,282027.52,2026-01-07,2026-01-24,,In Transit,
PO000287,SUP005,PROD00261,192,86.22,16554.24,2025-01-22,2025-02-11,,Open,
PO000288,SUP020,PROD00067,1316,339.19,446374.04,2025-02-25,2025-03-22,2025-03-25,Delivered,
PO000289,SUP008,PROD00250,1862,292.96,545491.52,2026-01-07,2026-01-13,2026-01-13,Delivered,
PO000290,SUP008,PROD00321,1282,575.85,738239.7,2026-02-02,2026-02-07,2026-02-25,Delayed,Supplier production delay
PO000291,SUP006,PROD00497,1847,1041.43,1923521.21,2025-04-03,2025-04-28,2025-04-27,Delivered,
PO000292,SUP011,PROD00405,1172,1186.09,1390097.48,2025-11-21,2025-12-13,2026-01-01,Delayed,Port congestion
PO000293,SUP019,PROD00151,1412,542.43,765911.16,2025-03-24,2025-04-05,2025-04-08,Delivered,
PO000294,SUP019,PROD00042,1118,518.72,579928.96,2026-03-09,2026-03-15,,In Transit,
PO000295,SUP013,PROD00439,1388,662.84,920021.92,2026-06-03,2026-06-14,2026-06-19,Delivered,
PO000296,SUP006,PROD00414,1866,402.49,751046.34,2026-04-10,2026-04-28,2026-05-09,Delayed,Raw material shortage
PO000297,SUP018,PROD00091,1335,663.25,885438.75,2025-05-20,2025-05-30,2025-05-31,Delivered,
PO000298,SUP018,PROD00048,582,514.96,299706.72,2025-03-26,2025-04-06,2025-04-11,Delivered,
PO000299,SUP017,PROD00135,596,114.65,68331.4,2026-02-25,2026-03-25,,In Transit,
PO000300,SUP006,PROD00279,863,179.39,154813.57,2025-09-24,2025-10-17,2025-11-02,Delayed,Supplier production delay
PO000301,SUP013,PROD00449,1595,607.41,968818.95,2025-03-28,2025-04-13,2025-04-16,Delivered,
PO000302,SUP014,PROD00023,2337,745.16,1741438.92,2025-08-18,2025-08-23,,Open,
PO000303,SUP008,PROD00410,862,270.59,233248.58,2025-08-23,2025-08-29,,Open,
PO000304,SUP013,PROD00412,1806,148.18,267613.08,2025-09-26,2025-10-17,2025-10-24,Delayed,Customs clearance delay
PO000305,SUP015,PROD00111,746,966.06,720680.76,2025-09-24,2025-10-06,2025-10-08,Delivered,
PO000306,SUP013,PROD00054,1832,469.68,860453.76,2025-05-01,2025-05-11,,In Transit,
PO000307,SUP015,PROD00070,882,425.41,375211.62,2026-04-10,2026-04-30,2026-04-30,Delivered,
PO000308,SUP005,PROD00073,1614,851.08,1373643.12,2025-07-15,2025-08-06,2025-08-10,Delivered,
PO000309,SUP013,PROD00036,1209,771.57,932828.13,2025-05-14,2025-05-30,2025-06-24,Delayed,Carrier capacity shortage
PO000310,SUP011,PROD00291,167,421.25,70348.75,2025-07-13,2025-07-29,2025-07-28,Delivered,
PO000311,SUP014,PROD00481,1067,943.86,1007098.62,2025-10-25,2025-11-03,2025-11-07,Delivered,
PO000312,SUP016,PROD00440,401,110.18,44182.18,2026-01-14,2026-01-28,2026-02-01,Delivered,
PO000313,SUP019,PROD00107,1678,333.0,558774.0,2025-01-11,2025-01-23,2025-01-25,Delivered,
PO000314,SUP017,PROD00476,349,498.12,173843.88,2025-08-06,2025-09-05,2025-09-30,Delayed,Supplier production delay
PO000315,SUP003,PROD00123,1011,633.67,640640.37,2025-04-08,2025-04-26,2025-04-28,Delivered,
PO000316,SUP004,PROD00030,2500,675.28,1688200.0,2026-04-28,2026-05-08,,Cancelled,
PO000317,SUP010,PROD00226,1289,227.64,293427.96,2025-02-16,2025-03-06,2025-03-09,Delivered,
PO000318,SUP013,PROD00356,218,986.91,215146.38,2026-02-09,2026-03-01,2026-03-06,Delivered,
PO000319,SUP004,PROD00128,1439,481.48,692849.72,2025-07-03,2025-07-12,2025-07-16,Delivered,
PO000320,SUP015,PROD00220,1823,418.9,763654.7,2026-04-25,2026-05-07,2026-05-12,Delivered,
PO000321,SUP005,PROD00223,573,819.02,469298.46,2025-05-26,2025-06-09,2025-06-06,Delivered,
PO000322,SUP005,PROD00097,1811,1186.15,2148117.65,2026-05-27,2026-06-10,,In Transit,
PO000323,SUP017,PROD00194,1130,998.51,1128316.3,2025-10-17,2025-11-12,,In Transit,
PO000324,SUP020,PROD00479,1342,124.55,167146.1,2026-06-14,2026-07-12,2026-07-11,Delivered,
PO000325,SUP012,PROD00113,267,703.55,187847.85,2026-05-19,2026-05-26,2026-05-30,Delivered,
PO000326,SUP009,PROD00126,196,83.49,16364.04,2025-07-13,2025-08-04,2025-08-03,Delivered,
PO000327,SUP018,PROD00159,1837,611.69,1123674.53,2026-04-27,2026-05-11,2026-05-15,Delivered,
PO000328,SUP011,PROD00056,2347,257.93,605361.71,2025-04-29,2025-05-16,2025-05-18,Delivered,
PO000329,SUP009,PROD00313,656,486.41,319084.96,2026-05-12,2026-06-13,,In Transit,
PO000330,SUP012,PROD00166,789,478.76,377741.64,2025-05-07,2025-05-17,2025-05-18,Delivered,
PO000331,SUP016,PROD00381,2357,1172.58,2763771.06,2025-06-22,2025-07-05,,In Transit,
PO000332,SUP013,PROD00434,66,221.61,14626.26,2025-08-06,2025-08-25,,Cancelled,
PO000333,SUP014,PROD00023,1058,745.16,788379.28,2026-06-23,2026-07-07,2026-07-05,Delivered,
PO000334,SUP013,PROD00019,156,260.43,40627.08,2026-05-26,2026-06-15,2026-06-17,Delivered,
PO000335,SUP016,PROD00066,1375,406.99,559611.25,2025-10-19,2025-10-25,2025-10-23,Delivered,
PO000336,SUP015,PROD00442,1909,787.24,1502841.16,2025-06-07,2025-06-17,2025-06-21,Delivered,
PO000337,SUP007,PROD00119,1399,114.55,160255.45,2025-10-03,2025-10-22,,In Transit,
PO000338,SUP018,PROD00352,1905,669.36,1275130.8,2025-02-14,2025-03-06,,In Transit,
PO000339,SUP016,PROD00158,1208,1137.46,1374051.68,2025-11-29,2025-12-13,2025-12-10,Delivered,
PO000340,SUP018,PROD00341,2291,396.12,907510.92,2025-11-27,2025-12-19,2025-12-17,Delivered,
PO000341,SUP018,PROD00453,1033,810.72,837473.76,2026-01-26,2026-02-06,2026-02-05,Delivered,
PO000342,SUP020,PROD00160,717,198.89,142604.13,2026-02-13,2026-03-05,2026-03-05,Delivered,
PO000343,SUP007,PROD00025,543,92.55,50254.65,2026-02-02,2026-02-24,2026-02-23,Delivered,
PO000344,SUP001,PROD00389,1320,626.03,826359.6,2025-11-02,2025-11-14,,In Transit,
PO000345,SUP006,PROD00459,868,228.44,198285.92,2025-05-15,2025-06-13,2025-06-30,Delayed,Weather disruption
PO000346,SUP017,PROD00417,2001,1070.95,2142970.95,2026-05-17,2026-06-18,,Open,
PO000347,SUP008,PROD00258,1780,458.91,816859.8,2025-10-02,2025-10-16,2025-10-14,Delivered,
PO000348,SUP010,PROD00226,430,227.64,97885.2,2026-01-13,2026-02-05,2026-02-08,Delivered,
PO000349,SUP014,PROD00287,968,610.4,590867.2,2025-02-11,2025-02-24,2025-02-28,Delivered,
PO000350,SUP006,PROD00079,2199,664.63,1461521.37,2025-06-08,2025-07-11,,In Transit,
PO000351,SUP011,PROD00461,2006,188.68,378492.08,2025-03-27,2025-04-10,2025-04-08,Delivered,
PO000352,SUP003,PROD00268,1280,328.96,421068.8,2025-11-04,2025-11-16,,Cancelled,
PO000353,SUP013,PROD00266,2306,116.73,269179.38,2025-09-12,2025-09-30,2025-09-27,Delivered,
PO000354,SUP015,PROD00228,1790,199.18,356532.2,2025-03-20,2025-03-30,2025-04-04,Delivered,
PO000355,SUP013,PROD00005,1505,717.71,1080153.55,2026-02-27,2026-03-10,2026-03-11,Delivered,
PO000356,SUP011,PROD00457,116,1148.26,133198.16,2025-09-18,2025-10-07,2025-10-12,Delivered,
PO000357,SUP005,PROD00261,785,86.22,67682.7,2025-04-27,2025-05-18,,In Transit,
PO000358,SUP015,PROD00320,1269,625.74,794064.06,2025-07-06,2025-07-22,2025-07-25,Delivered,
PO000359,SUP016,PROD00192,1892,374.6,708743.2,2025-11-18,2025-12-02,,In Transit,
PO000360,SUP007,PROD00446,816,262.63,214306.08,2025-09-29,2025-10-14,,Open,
PO000361,SUP005,PROD00331,485,1169.3,567110.5,2025-08-05,2025-08-17,2025-08-18,Delivered,
PO000362,SUP005,PROD00322,527,168.87,88994.49,2026-03-21,2026-04-08,2026-04-11,Delivered,
PO000363,SUP008,PROD00222,1709,274.68,469428.12,2025-01-14,2025-01-21,2025-01-25,Delivered,
PO000364,SUP001,PROD00389,1667,626.03,1043592.01,2026-05-14,2026-05-23,2026-05-25,Delivered,
PO000365,SUP005,PROD00368,831,365.61,303821.91,2025-11-06,2025-11-17,2025-11-14,Delivered,
PO000366,SUP008,PROD00122,159,22.76,3618.84,2025-04-25,2025-04-30,2025-04-30,Delivered,
PO000367,SUP013,PROD00434,1040,221.61,230474.4,2025-08-03,2025-08-20,,In Transit,
PO000368,SUP019,PROD00107,1948,333.0,648684.0,2026-03-23,2026-04-05,2026-04-06,Delivered,
PO000369,SUP014,PROD00441,730,127.66,93191.8,2025-06-01,2025-06-13,2025-06-11,Delivered,
PO000370,SUP016,PROD00391,1981,462.74,916687.94,2025-06-06,2025-06-18,,Open,
PO000371,SUP013,PROD00112,1257,112.91,141927.87,2025-01-21,2025-02-07,2025-02-07,Delivered,
PO000372,SUP018,PROD00234,1818,501.94,912526.92,2026-02-06,2026-02-16,2026-02-14,Delivered,
PO000373,SUP015,PROD00447,2490,927.71,2309997.9,2026-03-02,2026-03-19,,In Transit,
PO000374,SUP020,PROD00282,2041,364.02,742964.82,2025-10-25,2025-11-13,,In Transit,
PO000375,SUP002,PROD00406,2048,919.74,1883627.52,2026-06-10,2026-06-24,,In Transit,
PO000376,SUP020,PROD00288,1778,203.77,362303.06,2025-08-26,2025-09-14,,In Transit,
PO000377,SUP013,PROD00346,1988,608.99,1210672.12,2025-11-20,2025-12-08,2025-12-11,Delivered,
PO000378,SUP002,PROD00245,1886,719.35,1356694.1,2025-04-30,2025-05-12,2025-05-14,Delivered,
PO000379,SUP015,PROD00214,1972,232.99,459456.28,2026-03-23,2026-04-02,2026-04-02,Delivered,
PO000380,SUP019,PROD00484,2457,976.11,2398302.27,2025-12-19,2025-12-31,2025-12-31,Delivered,
PO000381,SUP014,PROD00445,1968,172.84,340149.12,2025-12-14,2025-12-28,,In Transit,
PO000382,SUP013,PROD00141,1648,214.96,354254.08,2025-05-15,2025-05-29,,In Transit,
PO000383,SUP015,PROD00111,1525,966.06,1473241.5,2026-03-03,2026-03-23,,In Transit,
PO000384,SUP013,PROD00434,713,221.61,158007.93,2026-04-29,2026-05-21,,Cancelled,
PO000385,SUP020,PROD00170,2027,289.94,587708.38,2025-08-01,2025-08-28,2025-09-05,Delayed,Raw material shortage
PO000386,SUP014,PROD00249,463,837.09,387572.67,2025-05-13,2025-05-20,2025-05-24,Delivered,
PO000387,SUP013,PROD00326,2330,230.43,536901.9,2026-03-02,2026-03-19,2026-03-19,Delivered,
PO000388,SUP015,PROD00442,1512,787.24,1190306.88,2025-02-18,2025-02-28,2025-03-01,Delivered,
PO000389,SUP019,PROD00309,2112,967.5,2043360.0,2025-06-12,2025-06-19,,In Transit,
PO000390,SUP002,PROD00430,978,1022.24,999750.72,2025-02-02,2025-02-08,2025-02-06,Delivered,
PO000391,SUP008,PROD00258,1443,458.91,662207.13,2025-05-04,2025-05-17,2025-05-18,Delivered,
PO000392,SUP020,PROD00271,669,412.01,275634.69,2025-12-30,2026-01-18,2026-02-10,Delayed,Supplier production delay
PO000393,SUP007,PROD00061,256,479.0,122624.0,2026-06-12,2026-07-01,,In Transit,
PO000394,SUP009,PROD00117,504,1127.17,568093.68,2026-03-25,2026-04-26,,Open,
PO000395,SUP001,PROD00244,2353,739.83,1740819.99,2025-04-19,2025-05-03,2025-05-01,Delivered,
PO000396,SUP016,PROD00218,891,847.36,754997.76,2025-02-12,2025-02-25,2025-02-23,Delivered,
PO000397,SUP002,PROD00306,1858,652.74,1212790.92,2026-01-06,2026-01-13,,In Transit,
PO000398,SUP003,PROD00372,456,205.63,93767.28,2026-06-03,2026-06-20,,In Transit,
PO000399,SUP003,PROD00388,553,387.1,214066.3,2025-06-07,2025-06-27,2025-06-26,Delivered,
PO000400,SUP015,PROD00085,76,625.16,47512.16,2025-07-26,2025-08-12,,Open,
PO000401,SUP001,PROD00475,751,152.27,114354.77,2025-09-09,2025-09-21,2025-09-26,Delivered,
PO000402,SUP019,PROD00171,1527,760.19,1160810.13,2025-03-29,2025-04-07,2025-04-10,Delivered,
PO000403,SUP020,PROD00325,984,301.56,296735.04,2025-09-09,2025-10-01,2025-10-23,Delayed,Customs clearance delay
PO000404,SUP001,PROD00475,1929,152.27,293728.83,2025-05-22,2025-06-02,2025-06-05,Delivered,
PO000405,SUP018,PROD00133,171,969.63,165806.73,2026-06-13,2026-07-05,,In Transit,
PO000406,SUP016,PROD00336,2169,435.35,944274.15,2026-03-30,2026-04-06,,In Transit,
PO000407,SUP019,PROD00312,723,589.9,426497.7,2025-03-13,2025-03-19,2025-03-22,Delivered,
PO000408,SUP013,PROD00041,668,234.25,156479.0,2026-03-21,2026-03-31,2026-03-28,Delivered,
PO000409,SUP006,PROD00462,1767,632.85,1118245.95,2025-03-01,2025-04-04,,Cancelled,
PO000410,SUP014,PROD00096,82,284.11,23297.02,2026-02-16,2026-03-01,2026-03-17,Delayed,Supplier production delay
PO000411,SUP020,PROD00155,651,344.56,224308.56,2025-10-14,2025-11-17,,In Transit,
PO000412,SUP016,PROD00303,1861,493.92,919185.12,2026-02-18,2026-03-02,2026-03-07,Delivered,
PO000413,SUP002,PROD00131,1285,1042.37,1339445.45,2025-12-20,2025-12-31,,In Transit,
PO000414,SUP019,PROD00390,566,1110.29,628424.14,2025-03-28,2025-04-02,2025-04-05,Delivered,
PO000415,SUP018,PROD00071,2145,382.08,819561.6,2026-06-17,2026-07-05,2026-07-03,Delivered,
PO000416,SUP016,PROD00230,145,1178.11,170825.95,2025-11-16,2025-11-29,2025-11-28,Delivered,
PO000417,SUP010,PROD00242,1038,908.63,943157.94,2025-01-29,2025-03-05,,In Transit,
PO000418,SUP014,PROD00096,502,284.11,142623.22,2025-11-08,2025-11-19,,Cancelled,
PO000419,SUP012,PROD00252,1501,1107.06,1661697.06,2025-03-03,2025-03-13,2025-03-18,Delivered,
PO000420,SUP018,PROD00341,1270,396.12,503072.4,2025-05-07,2025-05-17,2025-05-26,Delayed,Customs clearance delay
PO000421,SUP001,PROD00244,2432,739.83,1799266.56,2025-01-06,2025-01-18,2025-01-18,Delivered,
PO000422,SUP014,PROD00053,1596,1024.87,1635692.52,2025-08-28,2025-09-07,2025-09-06,Delivered,
PO000423,SUP014,PROD00267,2435,602.33,1466673.55,2026-06-17,2026-06-25,2026-06-30,Delivered,
PO000424,SUP016,PROD00132,1793,189.9,340490.7,2025-07-17,2025-07-27,2025-07-26,Delivered,
PO000425,SUP012,PROD00015,582,792.48,461223.36,2026-02-26,2026-03-04,2026-03-07,Delivered,
PO000426,SUP011,PROD00209,2205,51.5,113557.5,2026-05-03,2026-05-16,2026-05-18,Delivered,
PO000427,SUP010,PROD00139,1667,634.69,1058028.23,2026-02-17,2026-03-24,,In Transit,
PO000428,SUP010,PROD00455,2055,1008.06,2071563.3,2025-09-28,2025-10-31,2025-11-20,Delayed,Raw material shortage
PO000429,SUP011,PROD00152,2035,543.38,1105778.3,2026-03-03,2026-03-15,2026-03-14,Delivered,
PO000430,SUP014,PROD00249,2152,837.09,1801417.68,2026-04-14,2026-04-21,,Open,
PO000431,SUP006,PROD00420,183,901.39,164954.37,2026-06-26,2026-07-17,2026-08-06,Delayed,Customs clearance delay
PO000432,SUP018,PROD00018,1723,65.45,112770.35,2025-06-10,2025-06-28,2025-06-26,Delivered,
PO000433,SUP014,PROD00377,214,846.88,181232.32,2025-04-23,2025-04-29,2025-04-30,Delivered,
PO000434,SUP010,PROD00024,1583,161.4,255496.2,2026-06-20,2026-07-12,2026-07-13,Delivered,
PO000435,SUP019,PROD00162,632,444.57,280968.24,2025-11-07,2025-11-16,2025-11-15,Delivered,
PO000436,SUP011,PROD00231,1299,905.74,1176556.26,2026-03-08,2026-03-18,,Open,
PO000437,SUP007,PROD00200,58,583.68,33853.44,2025-10-18,2025-10-31,2025-11-04,Delivered,
PO000438,SUP016,PROD00230,1760,1178.11,2073473.6,2025-05-06,2025-05-19,2025-05-16,Delivered,
PO000439,SUP011,PROD00209,1433,51.5,73799.5,2026-05-08,2026-05-27,2026-05-31,Delivered,
PO000440,SUP011,PROD00209,617,51.5,31775.5,2026-01-22,2026-02-08,2026-03-05,Delayed,Carrier capacity shortage
PO000441,SUP018,PROD00091,1889,663.25,1252879.25,2026-06-01,2026-06-21,2026-06-25,Delivered,
PO000442,SUP002,PROD00001,1636,823.11,1346607.96,2025-06-02,2025-06-12,2025-06-15,Delivered,
PO000443,SUP016,PROD00230,1864,1178.11,2195997.04,2025-08-27,2025-09-07,2025-09-04,Delivered,
PO000444,SUP011,PROD00231,151,905.74,136766.74,2025-10-12,2025-11-01,2025-10-31,Delivered,
PO000445,SUP020,PROD00215,838,604.67,506713.46,2025-11-13,2025-12-18,2026-01-10,Delayed,Port congestion
PO000446,SUP014,PROD00248,2108,753.06,1587450.48,2025-02-24,2025-03-10,2025-03-14,Delivered,
PO000447,SUP019,PROD00107,786,333.0,261738.0,2025-01-20,2025-01-26,2025-01-31,Delivered,
PO000448,SUP010,PROD00139,2423,634.69,1537853.87,2025-01-20,2025-02-15,2025-02-28,Delayed,Raw material shortage
PO000449,SUP020,PROD00451,1695,245.06,415376.7,2026-03-31,2026-04-20,2026-05-15,Delayed,Supplier production delay
PO000450,SUP016,PROD00448,1840,1007.39,1853597.6,2025-02-16,2025-02-28,2025-03-06,Delayed,Supplier production delay
PO000451,SUP013,PROD00266,1349,116.73,157468.77,2025-07-04,2025-07-20,2025-07-25,Delivered,
PO000452,SUP007,PROD00253,2269,1048.98,2380135.62,2026-01-27,2026-02-10,2026-02-08,Delivered,
PO000453,SUP013,PROD00199,417,297.63,124111.71,2025-06-22,2025-07-06,2025-07-07,Delivered,
PO000454,SUP002,PROD00225,743,644.51,478870.93,2025-06-07,2025-06-16,,Open,
PO000455,SUP015,PROD00398,793,445.18,353027.74,2025-03-02,2025-03-21,,Open,
PO000456,SUP016,PROD00448,1360,1007.39,1370050.4,2025-01-28,2025-02-02,2025-01-31,Delivered,
PO000457,SUP008,PROD00365,545,112.86,61508.7,2025-05-26,2025-06-06,2025-06-20,Delayed,Customs clearance delay
PO000458,SUP011,PROD00366,2069,968.7,2004240.3,2025-02-23,2025-03-08,2025-03-08,Delivered,
PO000459,SUP019,PROD00107,1153,333.0,383949.0,2026-06-05,2026-06-18,2026-06-16,Delivered,
PO000460,SUP018,PROD00369,318,850.08,270325.44,2025-03-04,2025-03-19,2025-03-22,Delivered,
PO000461,SUP001,PROD00012,126,81.51,10270.26,2026-05-11,2026-05-16,2026-05-16,Delivered,
PO000462,SUP017,PROD00083,465,1131.5,526147.5,2025-10-03,2025-11-07,,Open,
PO000463,SUP013,PROD00324,1297,709.54,920273.38,2025-09-10,2025-10-02,2025-10-01,Delivered,
PO000464,SUP003,PROD00156,883,159.1,140485.3,2026-02-21,2026-03-10,2026-03-15,Delivered,
PO000465,SUP009,PROD00007,738,8.88,6553.44,2025-05-26,2025-06-24,,In Transit,
PO000466,SUP004,PROD00254,2323,1124.91,2613165.93,2025-09-09,2025-09-22,,Open,
PO000467,SUP007,PROD00483,1234,1070.1,1320503.4,2026-04-08,2026-04-18,2026-04-22,Delivered,
PO000468,SUP011,PROD00452,1169,607.15,709758.35,2025-06-21,2025-07-01,2025-07-05,Delivered,
PO000469,SUP010,PROD00196,921,154.58,142368.18,2025-09-14,2025-10-14,,Cancelled,
PO000470,SUP005,PROD00480,2356,833.68,1964150.08,2026-06-07,2026-06-21,2026-06-26,Delivered,
PO000471,SUP011,PROD00203,622,1120.83,697156.26,2025-03-13,2025-03-27,2025-03-25,Delivered,
PO000472,SUP020,PROD00404,1353,675.94,914546.82,2025-10-14,2025-11-14,2025-11-19,Delivered,
PO000473,SUP006,PROD00079,1904,664.63,1265455.52,2025-12-17,2026-01-12,,Cancelled,
PO000474,SUP011,PROD00050,1367,285.22,389895.74,2025-10-07,2025-10-20,,In Transit,
PO000475,SUP011,PROD00203,115,1120.83,128895.45,2025-12-16,2025-12-29,2025-12-31,Delivered,
PO000476,SUP016,PROD00090,89,528.55,47040.95,2025-05-17,2025-05-22,2025-05-19,Delivered,
PO000477,SUP004,PROD00128,1658,481.48,798293.84,2025-06-27,2025-07-08,2025-07-12,Delivered,
PO000478,SUP009,PROD00221,1873,1119.96,2097685.08,2025-03-25,2025-04-14,,In Transit,
PO000479,SUP016,PROD00192,1591,374.6,595988.6,2025-05-07,2025-05-17,,Open,
PO000480,SUP001,PROD00290,561,185.14,103863.54,2026-01-02,2026-01-13,2026-01-10,Delivered,
PO000481,SUP013,PROD00204,1870,32.7,61149.0,2026-04-19,2026-05-04,,Open,
PO000482,SUP014,PROD00481,1201,943.86,1133575.86,2025-01-10,2025-01-18,,In Transit,
PO000483,SUP016,PROD00399,955,217.21,207435.55,2026-01-02,2026-01-10,2026-01-11,Delivered,
PO000484,SUP019,PROD00171,200,760.19,152038.0,2025-08-28,2025-09-09,,Open,
PO000485,SUP004,PROD00371,79,769.38,60781.02,2025-10-15,2025-10-27,2025-11-21,Delayed,Carrier capacity shortage
PO000486,SUP004,PROD00425,2381,342.83,816278.23,2025-07-20,2025-07-31,2025-08-01,Delivered,
PO000487,SUP004,PROD00254,2367,1124.91,2662661.97,2026-05-28,2026-06-09,2026-06-09,Delivered,
PO000488,SUP007,PROD00217,571,734.04,419136.84,2025-06-29,2025-07-10,2025-07-08,Delivered,
PO000489,SUP016,PROD00440,2192,110.18,241514.56,2025-09-23,2025-10-07,,In Transit,
PO000490,SUP013,PROD00106,2232,132.45,295628.4,2025-10-08,2025-10-21,2025-10-27,Delayed,Raw material shortage
PO000491,SUP010,PROD00226,58,227.64,13203.12,2025-09-16,2025-10-21,,Open,
PO000492,SUP013,PROD00423,262,503.05,131799.1,2026-03-14,2026-04-03,,In Transit,
PO000493,SUP012,PROD00113,1716,703.55,1207291.8,2025-11-27,2025-12-08,,In Transit,
